restaurant_id,name,cuisine_type,avg_rating,total_reviews,price_range,avg_delivery_time,is_veg_only,location_lat,location_lon,operating_hours,commission_rate,total_orders,avg_order_value,total_revenue,avg_user_rating,unique_customers,popularity_score,repeat_customers,retention_rate,delivery_efficiency,value_score,restaurant_segment,cuisine_type_encoded,is_veg_only_int
rest_0239,Fresh House,Italian,4.8,96,3,42,False,28.4553,77.1505,11AM-12AM,0.18,485,602.3342268041237,292132.1,4.485979381443299,368,0.39437931034482754,82,0.22282608695652173,0.44999999999999996,1.5999999999999999,established,8,0
rest_0240,Golden Eatery,Chinese,4.9,57,2,29,False,28.5493,77.1313,10AM-11PM,0.15,767,412.1476010430248,316117.21,4.546805736636245,565,0.4588139091511937,138,0.24424778761061947,0.775,2.45,popular,3,0
rest_0241,Fresh House,Biryani,4.8,567,3,43,False,28.4828,77.1019,10AM-11PM,0.21,540,599.950925925926,323973.5,4.540555555555556,394,0.4230335709549071,100,0.25380710659898476,0.42500000000000004,1.5999999999999999,popular,1,0
rest_0242,Corner Hub,Italian,4.7,70,3,41,False,28.6193,77.2157,10AM-11PM,0.2,506,594.6688932806325,300902.46,4.546640316205534,372,0.3918980437665783,89,0.239247311827957,0.475,1.5666666666666667,popular,8,0
rest_0243,Tasty Hub,Chinese,4.9,137,2,36,False,28.423,77.0861,9AM-10PM,0.18,820,409.29473170731706,335621.68,4.502926829268293,582,0.4729452088859417,158,0.27147766323024053,0.6,2.45,popular,3,0
rest_0244,Golden Bites,Chinese,4.7,56,1,20,False,28.5992,77.075,11AM-12AM,0.15,603,196.89786069651743,118729.41,4.514096185737976,430,0.4119767904509284,111,0.25813953488372093,1.0,4.7,popular,3,0
rest_0245,Tasty Restaurant,Italian,4.9,15,3,41,True,28.4713,77.1069,10AM-11PM,0.25,1199,606.4034528773979,727077.74,4.544286905754796,845,0.5489705736074271,240,0.28402366863905326,0.475,1.6333333333333335,popular,8,1
rest_0246,Corner Restaurant,Fast Food,4.5,33,3,40,False,28.5468,77.0532,9AM-10PM,0.2,506,629.0823320158103,318315.66,4.539130434782609,363,0.37856390915119364,101,0.27823691460055094,0.5,1.5,popular,6,0
rest_0247,Fresh Kitchen,Italian,4.4,69,4,39,False,28.4858,77.2085,10AM-11PM,0.23,481,780.7650727650728,375548.0,4.5498960498960495,342,0.3685569462864722,88,0.2573099415204678,0.525,1.1,established,8,0
rest_0248,Paradise Restaurant,Continental,4.7,99,1,36,False,28.6168,77.1849,9AM-10PM,0.2,530,197.38271698113206,104612.84,4.5432075471698115,388,0.39803655503978785,104,0.26804123711340205,0.6,4.7,popular,4,0
rest_0249,Deluxe Hub,Fast Food,4.5,106,3,26,False,28.6836,77.1449,24 hours,0.15,494,606.4159109311742,299569.46,4.516194331983805,368,0.37864970159151196,88,0.2391304347826087,0.85,1.5,established,6,0
rest_0250,Deluxe Kitchen,Chinese,4.8,129,2,45,False,28.6751,77.1171,9AM-10PM,0.18,751,398.31553928095866,299134.97,4.53861517976032,546,0.45201483753315647,138,0.25274725274725274,0.375,2.4,popular,3,0
rest_0251,Tasty Palace,Chinese,4.5,71,2,43,False,28.575,77.2727,9AM-10PM,0.18,686,391.9908746355685,268905.74,4.521720116618076,499,0.4181303879310345,135,0.27054108216432865,0.42500000000000004,2.25,popular,3,0
rest_0252,Deluxe Cafe,Street Food,4.8,1122,1,24,False,28.5388,77.0087,10AM-11PM,0.23,623,199.23677367576244,124124.51,4.542375601926164,448,0.4606583222811671,123,0.27455357142857145,0.9,4.8,popular,11,0
rest_0253,Royal Kitchen,Chinese,4.0,615,2,48,False,28.6455,77.2307,10AM-11PM,0.22,683,406.37503660322113,277554.15,4.534260614934114,503,0.4071091677718833,129,0.25646123260437376,0.30000000000000004,2.0,popular,3,0
rest_0254,Golden House,Chinese,4.5,121,2,36,False,28.605,77.2706,11AM-12AM,0.18,745,395.1035436241611,294352.14,4.52228187919463,523,0.43245316644562337,157,0.30019120458891013,0.6,2.25,popular,3,0
rest_0255,Royal House,Cafe,4.7,217,2,36,False,28.4551,77.1339,10AM-11PM,0.25,773,423.2627425614489,327182.1,4.526649417852522,564,0.45385634946949605,155,0.274822695035461,0.6,2.35,popular,2,0
rest_0256,Paradise Palace,North Indian,4.4,84,3,33,True,28.6463,77.1652,10AM-11PM,0.18,1025,617.3833073170732,632817.89,4.540878048780487,739,0.48453547745358094,202,0.2733423545331529,0.675,1.4666666666666668,popular,9,1
rest_0257,Royal Eatery,North Indian,4.8,10,3,34,False,28.5287,77.2833,11AM-12AM,0.25,528,615.8880681818182,325188.9,4.500757575757576,387,0.4004030172413793,103,0.2661498708010336,0.65,1.5999999999999999,popular,9,0
rest_0258,Fresh Point,Chinese,4.9,153,2,48,False,28.4567,77.0637,10AM-11PM,0.25,755,401.2328874172186,302930.83,4.511258278145696,546,0.4597290285145889,145,0.26556776556776557,0.30000000000000004,2.45,popular,3,0
rest_0259,Royal House,Desserts,4.7,234,4,45,True,28.4845,77.156,9AM-10PM,0.17,1163,803.06271711092,933961.94,4.547377472055031,829,0.5372279509283819,230,0.27744270205066346,0.375,1.175,popular,5,1
rest_0260,Golden Point,North Indian,4.3,13,2,45,True,28.4803,77.1424,9AM-10PM,0.18,1542,400.4302529182879,617463.45,4.5392996108949415,1079,0.585683604111406,320,0.2965708989805375,0.375,2.15,popular,9,1
rest_0261,Golden Point,North Indian,4.9,313,2,36,True,28.5558,77.0775,9AM-10PM,0.2,1692,386.61894799054375,654159.26,4.540780141843972,1204,0.6643311505305041,348,0.28903654485049834,0.6,2.45,popular,9,1
rest_0262,Paradise House,North Indian,4.6,97,3,43,False,28.4703,77.2456,11AM-12AM,0.22,506,603.1126086956522,305174.98,4.54604743083004,366,0.3868716014588859,98,0.2677595628415301,0.42500000000000004,1.5333333333333332,popular,9,0
rest_0263,Paradise Point,North Indian,5.0,246,2,26,False,28.4371,77.2699,9AM-10PM,0.2,770,426.98862337662337,328781.24,4.519090909090909,566,0.4722654177718833,145,0.25618374558303886,0.85,2.5,popular,9,0
rest_0264,Classic Eatery,North Indian,4.9,101,2,40,False,28.4371,77.2346,9AM-10PM,0.25,784,391.67285714285714,307071.52,4.538775510204082,553,0.46400787466843507,167,0.30198915009041594,0.5,2.45,popular,9,0
rest_0265,Paradise Eatery,Chinese,4.6,969,2,33,False,28.575,77.0586,11AM-12AM,0.22,757,385.2138837516512,291606.91,4.525891677675033,559,0.4715765086206896,135,0.24150268336314848,0.675,2.3,popular,3,0
rest_0266,Fresh Hub,Italian,4.0,208,1,20,False,28.6204,77.026,10AM-11PM,0.17,521,201.2812667946257,104867.54,4.5368522072936655,378,0.35805702917771887,95,0.25132275132275134,1.0,4.0,popular,8,0
rest_0267,Paradise Bites,South Indian,4.4,667,3,20,False,28.4965,77.1816,9AM-10PM,0.16,459,613.3355119825708,281521.0,4.548366013071895,325,0.3854510112732096,96,0.2953846153846154,1.0,1.4666666666666668,established,10,0
rest_0268,Deluxe Eatery,Chinese,4.9,755,2,28,False,28.4104,77.0171,9AM-10PM,0.22,824,404.3847936893204,333213.07,4.542354368932039,620,0.49607766909814327,152,0.24516129032258063,0.8,2.45,popular,3,0
rest_0269,Classic Kitchen,North Indian,4.6,27,2,39,False,28.4382,77.2018,10AM-11PM,0.17,778,393.4240488431876,306083.91,4.5439588688946015,546,0.44206639588859414,169,0.30952380952380953,0.525,2.3,popular,9,0
rest_0270,Express Restaurant,South Indian,4.7,48,1,28,True,28.6744,77.1591,10AM-11PM,0.23,1273,199.39549096622153,253830.46,4.536920659858602,906,0.5538633952254642,260,0.2869757174392936,0.8,4.7,popular,10,1
rest_0271,Corner Eatery,Chinese,4.8,292,3,29,False,28.5481,77.1988,11AM-12AM,0.18,502,595.9193824701196,299151.53,4.547410358565737,370,0.40505404509283816,88,0.23783783783783785,0.775,1.5999999999999999,popular,3,0
rest_0272,Deluxe Bites,Fast Food,4.8,85,2,42,False,28.5361,77.1771,10AM-11PM,0.18,732,413.68490437158465,302817.35,4.5542349726775955,533,0.4463964688328912,145,0.27204502814258913,0.44999999999999996,2.4,popular,6,0
rest_0273,Classic Bites,North Indian,4.5,103,3,29,False,28.4114,77.1268,9AM-10PM,0.15,479,580.0967223382046,277866.33,4.576617954070981,353,0.37535850464190984,94,0.26628895184135976,0.775,1.5,established,9,0
rest_0274,Fresh Point,Chinese,4.7,1022,2,48,False,28.6186,77.0603,24 hours,0.22,810,414.46516049382717,335716.78,4.551481481481481,584,0.49073425066313003,167,0.285958904109589,0.30000000000000004,2.35,popular,3,0
rest_0275,Express Hub,South Indian,4.4,93,2,46,False,28.5584,77.0917,10AM-11PM,0.16,687,402.8701746724891,276771.81,4.52882096069869,485,0.4131358587533157,146,0.30103092783505153,0.35,2.2,popular,10,0
rest_0276,Corner Kitchen,Street Food,4.6,34,2,35,True,28.4606,77.1574,11AM-12AM,0.23,1669,399.2877411623727,666411.24,4.524565608148592,1139,0.6313904177718833,355,0.31167690956979804,0.625,2.3,popular,11,1
rest_0277,Express Palace,Continental,4.9,42,1,42,False,28.433,77.1956,10AM-11PM,0.2,619,205.34836833602586,127110.64,4.534087237479806,439,0.4268672082228117,121,0.275626423690205,0.44999999999999996,4.9,popular,4,0
rest_0278,Tasty Restaurant,Italian,4.5,3918,2,41,True,28.515,77.2338,11AM-12AM,0.23,1650,405.49541212121215,669067.43,4.553393939393939,1142,0.7614066644562334,343,0.30035026269702275,0.475,2.25,popular,8,1
rest_0279,Deluxe Palace,South Indian,4.7,113,2,32,False,28.6511,77.2302,10AM-11PM,0.21,799,397.47239048811014,317580.44,4.542928660826033,568,0.45562359084880644,157,0.2764084507042254,0.7,2.35,popular,10,0
rest_0280,Golden Cafe,Biryani,4.5,19,4,43,False,28.6596,77.2918,11AM-12AM,0.16,496,833.0804032258064,413207.88,4.547782258064516,363,0.3759370855437666,93,0.256198347107438,0.42500000000000004,1.125,established,1,0
rest_0281,Royal Cafe,North Indian,4.8,10,1,45,False,28.5809,77.0858,10AM-11PM,0.23,616,212.3500487012987,130807.63,4.5303571428571425,442,0.41907675729442967,118,0.2669683257918552,0.375,4.8,popular,9,0
rest_0282,Paradise Eatery,North Indian,4.2,58,3,25,False,28.6183,77.0213,10AM-11PM,0.16,442,584.7349095022624,258452.83,4.545927601809955,304,0.347884449602122,94,0.3092105263157895,0.875,1.4000000000000001,established,9,0
rest_0283,Classic Hub,Chinese,4.2,110,2,36,False,28.4345,77.1037,10AM-11PM,0.2,678,417.36957227138646,282976.57,4.5452802359882005,487,0.399839025198939,138,0.28336755646817247,0.6,2.1,popular,3,0
rest_0284,Paradise Hub,North Indian,4.8,616,2,36,False,28.5764,77.223,10AM-11PM,0.17,795,405.61122012578613,322460.92,4.538364779874214,569,0.4789118037135278,152,0.2671353251318102,0.6,2.4,popular,9,0
rest_0285,Spicy Eatery,Beverages,4.7,532,2,43,False,28.6001,77.1314,11AM-12AM,0.23,801,402.0105742821473,322010.47,4.549063670411985,583,0.47115616710875335,156,0.26758147512864494,0.42500000000000004,2.35,popular,0,0
rest_0286,Golden Grill,Fast Food,4.7,147,4,30,False,28.4602,77.2453,10AM-11PM,0.24,530,799.6016226415094,423788.86,4.5318867924528305,385,0.39976732427055706,106,0.2753246753246753,0.75,1.175,popular,6,0
rest_0287,Deluxe Restaurant,South Indian,4.6,75,2,29,False,28.664,77.1648,11AM-12AM,0.21,792,406.0132323232323,321562.48,4.555934343434344,580,0.4467679874005305,151,0.2603448275862069,0.775,2.3,popular,10,0
rest_0288,Tasty Hub,Italian,4.9,247,1,36,False,28.4585,77.2789,9AM-10PM,0.2,621,197.98737520128824,122950.16,4.56135265700483,443,0.43468343832891254,124,0.2799097065462754,0.6,4.9,popular,8,0
rest_0289,Deluxe Kitchen,Healthy,4.8,10,2,46,True,28.494,77.2844,9AM-10PM,0.23,1805,405.1070914127424,731218.3,4.545263157894738,1281,0.6713844496021221,361,0.2818110850897736,0.35,2.4,popular,7,1
rest_0290,Deluxe Grill,Biryani,4.5,2897,1,23,False,28.5862,77.0208,9AM-10PM,0.15,583,194.0581989708405,113135.93000000001,4.540137221269297,416,0.49817266246684355,118,0.28365384615384615,0.925,4.5,popular,1,0
rest_0291,Tasty Cafe,Italian,4.5,395,1,24,False,28.5915,77.1369,9AM-10PM,0.24,554,194.89240072202165,107970.39,4.520938628158844,395,0.4018024701591512,102,0.2582278481012658,0.9,4.5,popular,8,0
rest_0292,Fresh Cafe,Biryani,4.6,544,2,29,False,28.6098,77.1829,10AM-11PM,0.17,721,420.0780166435506,302876.25,4.548959778085992,506,0.4486127320954907,150,0.2964426877470356,0.775,2.3,popular,1,0
rest_0293,Classic Point,Healthy,4.8,29,1,31,True,28.4336,77.0768,10AM-11PM,0.25,1330,202.18026315789473,268899.75,4.524135338345865,940,0.5712737897877984,263,0.2797872340425532,0.725,4.8,popular,7,1
rest_0294,Express Point,Fast Food,4.8,1016,1,20,False,28.6548,77.1221,11AM-12AM,0.22,589,205.7109337860781,121163.74,4.499320882852292,405,0.44962135278514587,123,0.3037037037037037,1.0,4.8,popular,6,0
rest_0295,Fresh Palace,North Indian,4.6,74,3,49,True,28.5599,77.2033,9AM-10PM,0.23,1065,643.6004131455398,685434.44,4.556338028169014,752,0.5046629641909814,216,0.2872340425531915,0.275,1.5333333333333332,popular,9,1
rest_0296,Royal Hub,Chinese,4.3,35,2,33,True,28.5414,77.068,24 hours,0.22,1603,389.9155895196506,625034.69,4.550842170929507,1101,0.5994211704244032,343,0.3115349682107175,0.675,2.15,popular,3,1
rest_0297,Golden House,Street Food,4.8,139,1,32,False,28.6943,77.1806,10AM-11PM,0.2,539,207.36851576994434,111771.63,4.538775510204082,399,0.4073886770557029,111,0.2781954887218045,0.7,4.8,popular,11,0
rest_0298,Spicy House,South Indian,4.5,135,2,51,False,28.6221,77.2092,10AM-11PM,0.21,727,407.18349381017885,296022.4,4.54525447042641,540,0.42913834549071617,131,0.24259259259259258,0.22499999999999998,2.25,popular,10,0
rest_0299,Tasty Kitchen,Street Food,4.1,29,3,42,True,28.4354,77.0271,10AM-11PM,0.15,1003,595.7371585244267,597524.37,4.505084745762712,717,0.4598838693633952,187,0.2608089260808926,0.44999999999999996,1.3666666666666665,popular,11,1
rest_0300,Fresh Cafe,North Indian,4.6,38,2,29,False,28.627,77.1493,11AM-12AM,0.21,751,395.1027962716378,296722.2,4.561251664447403,528,0.4367335875331565,152,0.2878787878787879,0.775,2.3,popular,9,0
rest_0301,Express Hub,North Indian,4.7,34,2,36,False,28.4286,77.0789,11AM-12AM,0.21,716,414.25884078212295,296609.33,4.533519553072626,509,0.435162301061008,132,0.2593320235756385,0.6,2.35,popular,9,0
rest_0302,Paradise House,Chinese,4.1,34,1,34,False,28.4082,77.2173,10AM-11PM,0.24,545,201.3602385321101,109741.33,4.555779816513762,391,0.36287582891246684,106,0.2710997442455243,0.65,4.1,popular,3,0
rest_0303,Classic Grill,North Indian,4.7,82,2,49,True,28.5211,77.0569,10AM-11PM,0.2,1693,404.8843768458358,685469.25,4.553337271116361,1155,0.644214025198939,386,0.3341991341991342,0.275,2.35,popular,9,1
rest_0304,Express Grill,Beverages,4.5,18,2,33,False,28.6981,77.2677,11AM-12AM,0.16,781,406.4167861715749,317411.51,4.540845070422535,570,0.4363784814323608,150,0.2631578947368421,0.675,2.25,popular,0,0
rest_0305,Fresh Grill,Fast Food,4.6,52,3,20,False,28.4525,77.1293,11AM-12AM,0.18,515,619.4441747572815,319013.75,4.539029126213592,372,0.3871588196286472,108,0.2903225806451613,1.0,1.5333333333333332,popular,6,0
rest_0306,Classic Palace,Fast Food,4.8,711,3,20,False,28.6018,77.0594,10AM-11PM,0.22,529,656.1931190926275,347126.16,4.5310018903591684,372,0.4258916611405835,113,0.30376344086021506,1.0,1.5999999999999999,popular,6,0
rest_0307,Classic Grill,Italian,4.8,510,3,49,False,28.452,77.1314,9AM-10PM,0.17,487,618.3614373716633,301142.02,4.539014373716633,359,0.40973159814323606,85,0.23676880222841226,0.275,1.5999999999999999,established,8,0
rest_0308,Classic Bites,South Indian,4.7,30,2,27,False,28.6174,77.1226,11AM-12AM,0.18,744,391.85536290322585,291540.39,4.511021505376344,540,0.44095971485411145,149,0.2759259259259259,0.825,2.35,popular,10,0
rest_0309,Fresh House,Chinese,4.8,624,2,41,True,28.5516,77.1287,9AM-10PM,0.23,1708,391.8725,669318.23,4.55480093676815,1193,0.6729403183023872,361,0.30259849119865884,0.475,2.4,popular,3,1
rest_0310,Golden Cafe,Italian,4.6,10,2,35,False,28.604,77.1757,9AM-10PM,0.21,720,398.6375416666667,287019.03,4.546805555555555,508,0.42914572281167107,141,0.27755905511811024,0.625,2.3,popular,8,0
rest_0311,Tasty House,Chinese,4.9,5674,2,30,False,28.4609,77.1564,10AM-11PM,0.2,802,398.4617331670823,319566.31,4.5692019950124685,576,0.6687770225464191,166,0.2881944444444444,0.75,2.45,popular,3,0
rest_0312,Tasty Point,South Indian,4.2,1043,2,32,False,28.6237,77.0449,10AM-11PM,0.18,675,388.0628888888889,261942.45,4.550074074074074,495,0.4328442473474801,131,0.26464646464646463,0.7,2.1,popular,10,0
rest_0313,Golden Hub,Chinese,4.7,64,3,50,False,28.6987,77.0197,11AM-12AM,0.22,523,625.7409942638623,327262.54,4.518355640535373,381,0.395289124668435,97,0.2545931758530184,0.25,1.5666666666666667,popular,3,0
rest_0314,Express Bites,Chinese,4.7,263,2,20,True,28.5997,77.2188,10AM-11PM,0.18,1707,400.60905682483894,683839.66,4.547627416520211,1196,0.6537112897877985,355,0.2968227424749164,1.0,2.35,popular,3,1
rest_0315,Royal Point,Cafe,4.5,18,2,31,False,28.548,77.1679,9AM-10PM,0.22,730,410.0634931506849,299346.35,4.553013698630137,520,0.42555620026525204,138,0.2653846153846154,0.725,2.25,popular,2,0
rest_0316,Deluxe Bites,Biryani,4.3,162,2,44,False,28.677,77.1077,11AM-12AM,0.16,714,394.67847338935576,281800.43,4.535714285714286,519,0.4153532824933687,150,0.28901734104046245,0.4,2.15,popular,1,0
rest_0317,Classic Grill,Chinese,4.7,112,2,22,False,28.4048,77.2425,9AM-10PM,0.24,735,402.3881768707483,295755.31,4.531020408163266,524,0.44200663129973483,142,0.27099236641221375,0.95,2.35,popular,3,0
rest_0318,Spicy Point,Italian,4.4,42,1,48,False,28.619,77.1164,10AM-11PM,0.2,552,207.24539855072464,114399.46,4.521739130434782,390,0.38264970159151196,110,0.28205128205128205,0.30000000000000004,4.4,popular,8,0
rest_0319,Paradise Grill,Fast Food,4.7,73,3,43,False,28.6666,77.2388,10AM-11PM,0.19,544,610.6847977941177,332212.53,4.553492647058824,364,0.40006987732095495,118,0.3241758241758242,0.42500000000000004,1.5666666666666667,popular,6,0
rest_0320,Tasty Cafe,North Indian,4.6,63,2,37,False,28.4185,77.0917,11AM-12AM,0.21,771,404.9559922178988,312221.07,4.541374837872892,555,0.44187906167108754,157,0.2828828828828829,0.575,2.3,popular,9,0
rest_0321,Tasty Bites,Biryani,4.3,27,3,29,True,28.535,77.0219,10AM-11PM,0.21,1145,599.4930043668122,686419.49,4.550829694323144,802,0.5019443799734749,246,0.30673316708229426,0.775,1.4333333333333333,popular,1,1
rest_0322,Tasty Point,Street Food,4.6,40,3,20,False,28.4614,77.2798,11AM-12AM,0.16,545,579.4334128440368,315791.21,4.546788990825688,375,0.393092175066313,118,0.31466666666666665,1.0,1.5333333333333332,popular,11,0
rest_0323,Classic House,Chinese,4.7,17,3,42,False,28.57,77.1184,9AM-10PM,0.23,564,612.8550709219859,345650.26,4.5384751773049645,408,0.40229467838196287,123,0.3014705882352941,0.44999999999999996,1.5666666666666667,popular,3,0
rest_0324,Express Kitchen,Chinese,4.7,536,2,60,False,28.5949,77.2378,10AM-11PM,0.18,720,398.36980555555556,286826.26,4.531805555555556,522,0.45411206896551726,140,0.2681992337164751,0.0,2.35,popular,3,0
rest_0325,Tasty Bites,South Indian,4.4,36,1,36,False,28.4908,77.0837,11AM-12AM,0.24,525,202.69438095238095,106414.55,4.531047619047619,382,0.37670391246684354,101,0.2643979057591623,0.6,4.4,popular,10,0
rest_0326,Deluxe Hub,Chinese,4.4,23,2,20,False,28.538,77.1939,10AM-11PM,0.23,734,412.22870572207086,302575.87,4.515531335149864,526,0.4205852950928382,140,0.2661596958174905,1.0,2.2,popular,3,0
rest_0327,Tasty Point,North Indian,4.0,524,3,39,True,28.4838,77.262,10AM-11PM,0.18,906,620.6750772626932,562331.62,4.550662251655629,623,0.45114887267904513,181,0.29052969502407705,0.525,1.3333333333333333,popular,9,1
rest_0328,Paradise Cafe,Street Food,4.9,258,2,43,True,28.5108,77.0125,24 hours,0.23,1669,396.3562432594368,661518.57,4.5478729778310365,1187,0.6574673408488064,342,0.2881213142375737,0.42500000000000004,2.45,popular,11,1
rest_0329,Tasty Point,North Indian,4.8,496,3,25,False,28.4479,77.2492,24 hours,0.19,560,570.6717857142858,319576.2,4.550535714285715,400,0.4247175066312997,111,0.2775,0.875,1.5999999999999999,popular,9,0
rest_0330,Fresh Cafe,South Indian,4.4,586,2,28,True,28.6657,77.1714,11AM-12AM,0.16,1531,413.0965512736773,632450.82,4.535924232527759,1076,0.6100104442970823,323,0.30018587360594795,0.8,2.2,popular,10,1
rest_0331,Royal Point,Desserts,4.6,2714,2,27,False,28.403,77.1822,9AM-10PM,0.25,662,398.6654229607251,263916.51,4.527190332326284,486,0.5143380305039787,123,0.25308641975308643,0.825,2.3,popular,5,0
rest_0332,Paradise Point,Fast Food,4.5,117,2,29,True,28.6647,77.1569,11AM-12AM,0.22,1757,404.3832953898691,710501.45,4.528856004553216,1196,0.6470569462864721,393,0.3285953177257525,0.775,2.25,popular,6,1
rest_0333,Fresh Point,South Indian,4.4,16,2,33,False,28.5715,77.2623,10AM-11PM,0.2,715,430.51162237762236,307815.81,4.5517482517482515,509,0.4163010610079576,150,0.29469548133595286,0.675,2.2,popular,10,0
rest_0334,Classic Eatery,South Indian,4.5,222,2,26,False,28.4995,77.013,10AM-11PM,0.19,664,392.11820783132526,260366.49,4.516566265060241,486,0.4189066644562334,127,0.2613168724279835,0.85,2.25,popular,10,0
rest_0335,Royal Kitchen,North Indian,4.6,54,3,22,True,28.6169,77.0783,9AM-10PM,0.18,1072,605.7887873134327,649405.58,4.544589552238806,786,0.5054272214854111,210,0.26717557251908397,0.95,1.5333333333333332,popular,9,1
rest_0336,Fresh House,Continental,4.5,35,3,36,False,28.5523,77.2627,10AM-11PM,0.25,478,582.7780962343096,278567.93,4.550418410041841,347,0.3726943799734748,90,0.25936599423631124,0.6,1.5,established,4,0
rest_0337,Tasty Hub,North Indian,4.8,172,3,33,True,28.5497,77.2257,11AM-12AM,0.16,1118,593.9712432915921,664059.85,4.545438282647585,803,0.5314433023872679,229,0.2851805728518057,0.675,1.5999999999999999,popular,9,1
rest_0338,Golden Kitchen,Italian,4.5,543,3,30,False,28.433,77.0053,11AM-12AM,0.18,489,579.7664212678937,283505.78,4.541308793456032,347,0.3933459051724138,103,0.2968299711815562,0.75,1.5,established,8,0
rest_0339,Tasty Grill,Beverages,4.8,42,3,35,True,28.5169,77.1551,11AM-12AM,0.2,1153,614.8613183000867,708935.1,4.5463139635732865,823,0.5341828580901856,221,0.26852976913730253,0.625,1.5999999999999999,popular,0,1
rest_0340,Spicy Grill,North Indian,4.9,1003,1,20,False,28.4723,77.1589,10AM-11PM,0.2,600,213.22993333333335,127937.96,4.532666666666667,433,0.45748682029177723,125,0.28868360277136257,1.0,4.9,popular,9,0
rest_0341,Paradise Eatery,Biryani,4.3,33,3,37,False,28.4047,77.1203,10AM-11PM,0.2,482,618.9913692946059,298353.84,4.498547717842324,336,0.36147107095490716,95,0.28273809523809523,0.575,1.4333333333333333,established,1,0
rest_0342,Classic Bites,Cafe,4.2,102,2,30,True,28.508,77.0892,10AM-11PM,0.17,1658,397.90566948130277,659727.6,4.536429433051869,1167,0.6075081233421751,351,0.30077120822622105,0.75,2.1,popular,2,1
rest_0343,Express Cafe,North Indian,4.6,264,1,37,True,28.4269,77.2045,11AM-12AM,0.16,1213,205.83265457543283,249675.01,4.5709810387469085,859,0.5429197612732095,258,0.30034924330616997,0.575,4.6,popular,9,1
rest_0344,Royal Bites,Biryani,4.4,82,3,38,False,28.477,77.0623,11AM-12AM,0.18,460,660.1441304347826,303666.3,4.563260869565217,339,0.36456946286472147,81,0.23893805309734514,0.55,1.4666666666666668,established,1,0
rest_0345,Tasty Cafe,Chinese,4.8,10,2,46,True,28.4278,77.2397,11AM-12AM,0.24,1741,407.60113153360135,709633.57,4.539402642159678,1235,0.6578035477453581,356,0.28825910931174087,0.35,2.4,popular,3,1
rest_0346,Fresh House,Biryani,4.7,596,1,36,False,28.4303,77.2409,11AM-12AM,0.16,571,195.40120840630473,111574.09,4.513835376532399,398,0.4246574933687003,114,0.2864321608040201,0.6,4.7,popular,1,0
rest_0347,Tasty Restaurant,Italian,4.7,58,1,45,False,28.4597,77.1246,10AM-11PM,0.23,573,209.7737172774869,120200.34,4.528795811518324,413,0.4056828580901857,118,0.2857142857142857,0.375,4.7,popular,8,0
rest_0348,Fresh Point,Continental,4.6,453,1,31,False,28.7,77.0851,9AM-10PM,0.23,565,195.35607079646016,110376.18,4.550973451327434,402,0.4122280338196286,106,0.263681592039801,0.725,4.6,popular,4,0
rest_0349,Spicy Hub,Italian,4.8,22,4,32,False,28.4007,77.0852,11AM-12AM,0.23,506,834.4846047430831,422249.21,4.538932806324111,371,0.396167274535809,102,0.2749326145552561,0.7,1.2,popular,8,0
rest_0350,Paradise Cafe,Street Food,4.7,28,1,34,False,28.5916,77.1447,10AM-11PM,0.24,534,198.50659176029964,106002.52,4.518913857677902,385,0.3963252652519894,101,0.2623376623376623,0.65,4.7,popular,11,0
rest_0351,Spicy Cafe,Fast Food,4.8,541,2,42,False,28.4424,77.2159,10AM-11PM,0.18,826,416.8511985472155,344319.09,4.527845036319612,602,0.48278572612732096,161,0.26744186046511625,0.44999999999999996,2.4,popular,6,0
rest_0352,Spicy Bites,Chinese,4.4,247,2,41,False,28.6762,77.1077,9AM-10PM,0.17,706,399.6214447592068,282132.74,4.5233711048158645,541,0.4227205736074271,123,0.22735674676524953,0.475,2.2,popular,3,0
rest_0353,Spicy Hub,Street Food,4.4,76,2,36,True,28.4281,77.183,9AM-10PM,0.2,1563,401.7408509277031,627920.95,4.558669225847729,1084,0.5984114721485412,319,0.29428044280442806,0.6,2.2,popular,11,1
rest_0354,Spicy Palace,South Indian,4.3,252,4,22,True,28.6865,77.1147,10AM-11PM,0.18,1009,811.5168780971259,818820.53,4.5287413280475715,740,0.48119794429708224,183,0.2472972972972973,0.95,1.075,popular,10,1
rest_0355,Deluxe Cafe,North Indian,4.3,35,1,41,False,28.5833,77.0914,11AM-12AM,0.22,558,203.3758064516129,113483.7,4.5032258064516135,402,0.3776705072944297,114,0.2835820895522388,0.475,4.3,popular,9,0
rest_0356,Tasty Grill,North Indian,4.4,175,2,26,False,28.4004,77.0075,10AM-11PM,0.21,669,413.7534828101644,276801.08,4.547533632286996,491,0.4122729608753316,132,0.26883910386965376,0.85,2.2,popular,9,0
rest_0357,Paradise Eatery,South Indian,4.9,179,3,25,True,28.6682,77.0012,10AM-11PM,0.24,1142,629.5024430823117,718891.79,4.548598949211909,810,0.5427885444297083,240,0.2962962962962963,0.875,1.6333333333333335,popular,10,1
rest_0358,Royal Kitchen,South Indian,4.3,84,4,23,False,28.5565,77.0682,11AM-12AM,0.16,473,819.4692389006343,387608.95,4.560042283298097,337,0.36140019893899206,95,0.2818991097922849,0.925,1.075,established,10,0
